aerodromo,ocorrencia_cidade,qtde_ocorr,qtde_saida_pista,perc_ocorr
SDIH,BIRITIBA-MIRIM,11,2.0,0.02
SIVU,VILA VELHA,11,2.0,0.02
SSNH,NOVO HAMBURGO,11,2.0,0.02
SWCA,CARAUARI,11,2.0,0.02
SBPG,PONTA GROSSA,10,2.0,0.02
SBSN,SANTARÉM,29,2.0,0.02
SBMA,MARABÁ,29,2.0,0.02
SDMC,MARICÁ,9,2.0,0.02
SDCO,SOROCABA,33,2.0,0.02
SBSR,SÃO JOSÉ DO RIO PRETO,33,2.0,0.02
SBSL,SÃO LUÍS,36,2.0,0.02
SJNP,NOVO PROGRESSO,7,2.0,0.02
SSGP,BRASÍLIA,3,2.0,0.02
SBTF,TEFÉ,14,2.0,0.02
SIPB,RAPOSA,2,2.0,0.02
SNQV,CURVELO,2,2.0,0.02
SNEJ,ITAITUBA,2,2.0,0.02
SIMB,MANOEL URBANO,2,2.0,0.02
SNGS,MACEIÓ,2,2.0,0.02
SIXD,SANTANA DO LIVRAMENTO,2,2.0,0.02
SWBB,BARRA DO BUGRES,2,2.0,0.02
SSQZ,LUÍS EDUARDO MAGALHÃES,2,2.0,0.02
SDXF,ALTO PARAÍSO DE GOIÁS,2,2.0,0.02
SSUV,UNIÃO DA VITÓRIA,1,1.0,0.01
SDMM,PACARAIMA,1,1.0,0.01
SSXO,MARINGÁ,1,1.0,0.01
SSVN,VERANÓPOLIS,1,1.0,0.01
SDNI,COTIA,1,1.0,0.01
SDNO,SÃO MANUEL,1,1.0,0.01
SDPN,PENÁPOLIS,1,1.0,0.01
SDP8,MARECHAL THAUMATURGO,1,1.0,0.01
SDKH,CANUTAMA,1,1.0,0.01
SDQG,CAIABU,1,1.0,0.01
SSRA,SANTA ROSA DO PURUS,1,1.0,0.01
SDRQ,SÃO DESIDÉRIO,1,1.0,0.01
SSPX,MANOEL URBANO,1,1.0,0.01
SDTO,UBARANA,1,1.0,0.01
SDVL,VALENÇA,1,1.0,0.01
SDVO,ARAGUAÍNA,1,1.0,0.01
SDLZ,CAMPO VERDE,1,1.0,0.01
SNYR,ITAITUBA,1,1.0,0.01
SSXO,PRESIDENTE CASTELO BRANCO,1,1.0,0.01
SWKT,CATALÃO,1,1.0,0.01
SBBV,BOA VISTA,15,1.0,0.01
SWPD,UIRAMUTÃ,1,1.0,0.01
SWMV,MUCAJAÍ,1,1.0,0.01
SBIL,ILHÉUS,18,1.0,0.01
SBPS,PORTO SEGURO,21,1.0,0.01
SWMV,IRACEMA,1,1.0,0.01
SBPA,PORTO ALEGRE,174,1.0,0.01
SBTG,TRÊS LAGOAS,1,1.0,0.01
SD4V,SOCORRO,1,1.0,0.01
SDWU,PORTO MURTINHO,1,1.0,0.01
SWGC,PONTA PORÃ,1,1.0,0.01
SD8H,CURURUPU,1,1.0,0.01
SWEF,COCALINHO,1,1.0,0.01
SWDC,ALTO GARÇAS,1,1.0,0.01
SWBE,GUARACIABA DO NORTE,1,1.0,0.01
SBPJ,PALMAS,31,1.0,0.01
SWAQ,AMAJARI,1,1.0,0.01
SDGX,CAIRU,1,1.0,0.01
SDW6,SÃO DESIDÉRIO,1,1.0,0.01
SDWV,SENADOR JOSÉ PORFÍRIO,1,1.0,0.01
SSOK,IBIPORÃ,1,1.0,0.01
SBRJ,RIO DE JANEIRO,143,1.0,0.01
SNFS,FORMOSA DO RIO PRETO,1,1.0,0.01
SNGV,QUERÊNCIA,1,1.0,0.01
SNGW,BARRA DO CHOÇA,1,1.0,0.01
SNGX,GUAXUPÉ,1,1.0,0.01
SNHE,UBERABA,1,1.0,0.01
SSFE,FOZ DO IGUAÇU,1,1.0,0.01
SNJO,CABEDELO,1,1.0,0.01
SSET,IMBITUBA,1,1.0,0.01
SNJR,SÃO JOÃO DEL REI,1,1.0,0.01
SSDK,IGARATINGA,1,1.0,0.01
SNKK,CAICÓ,1,1.0,0.01
SNLM,APUÍ,1,1.0,0.01
SNML,RIO LARGO,1,1.0,0.01
SNPO,POMPÉU,1,1.0,0.01
SSCD,CHAPADÃO DO SUL,1,1.0,0.01
SNPX,PIRAPORA,1,1.0,0.01
SNPY,SÃO SEBASTIÃO DO PARAÍSO,1,1.0,0.01
SNWC,FORTALEZA,1,1.0,0.01
SNWS,CRATEÚS,1,1.0,0.01
SSGX,AQUIDAUANA,1,1.0,0.01
SNFJ,JACAREACANGA,1,1.0,0.01
SSIJ,CARAZINHO,1,1.0,0.01
SJEH,RIBEIRÃO BONITO,1,1.0,0.01
SNXR,ITAITUBA,1,1.0,0.01
SDYF,LUCAS DO RIO VERDE,1,1.0,0.01
SICM,BRASILÂNDIA,1,1.0,0.01
SBCF,CONFINS,108,1.0,0.01
SSKG,CORGUINHO,1,1.0,0.01
SIXE,PORTO ALEGRE,1,1.0,0.01
SIZM,DOIS VIZINHOS,1,1.0,0.01
SJAH,GRAJAÚ,1,1.0,0.01
SSIJ,IJUÍ,1,1.0,0.01
SBDN,PRESIDENTE PRUDENTE,15,1.0,0.01
SJFM,ELDORADO,1,1.0,0.01
SJLJ,CAROEBE,1,1.0,0.01
SJNC,ALTO ALEGRE,1,1.0,0.01
SJNQ,CARAVELAS,1,1.0,0.01
SJOD,JORDÃO,1,1.0,0.01
SJVL,GUARAMIRIM,1,1.0,0.01
SNAX,ASSIS,1,1.0,0.01
SNDP,SÃO FÉLIX DO ARAGUAIA,1,1.0,0.01
SBGL,RIO DE JANEIRO,202,1.0,0.01
SSIE,CAMPO GRANDE,9,1.0,0.01
SBVC,VITÓRIA DA CONQUISTA,14,1.0,0.01
SWNH,ARUANÃ,3,1.0,0.01
SDVE,VERA CRUZ,2,1.0,0.01
SDSC,SÃO CARLOS,2,1.0,0.01
SDRV,CHAPADÃO DO SUL,2,1.0,0.01
SDOR,ORLÂNDIA,2,1.0,0.01
SDNH,NOVO HORIZONTE,2,1.0,0.01
SDNE,MARABÁ PAULISTA,2,1.0,0.01
SDFD,FERNANDÓPOLIS,2,1.0,0.01
SBPN,PORTO NACIONAL,2,1.0,0.01
SBPA,CANOAS,2,1.0,0.01
SWHP,ÁGUA BOA,3,1.0,0.01
SDIG,IBITINGA,3,1.0,0.01
SWFX,SÃO FÉLIX DO ARAGUAIA,3,1.0,0.01
SSZR,SANTA ROSA,3,1.0,0.01
SSPI,PARANAVAÍ,3,1.0,0.01
SSGA,GARIBALDI,3,1.0,0.01
SNXW,CHAVES,3,1.0,0.01
SNFX,SÃO FÉLIX DO XINGU,3,1.0,0.01
SNDT,DIAMANTINA,3,1.0,0.01
SNCJ,SANTARÉM,3,1.0,0.01
SNBA,BARRETOS,3,1.0,0.01
SIAN,RIO DE JANEIRO,2,1.0,0.01
SIPO,CONDEÚBA,2,1.0,0.01
SJBY,SANTA INÊS,2,1.0,0.01
SJLO,UIRAMUTÃ,2,1.0,0.01
SWON,ARAQUARI,2,1.0,0.01
SWMW,MAUÉS,2,1.0,0.01
SWJA,BRUSQUE,2,1.0,0.01
SWCZ,CERES,2,1.0,0.01
SSQQ,CAMPO GRANDE,2,1.0,0.01
SSPL,PALMEIRA DAS MISSÕES,2,1.0,0.01
SSJI,JARDIM,2,1.0,0.01
SSGB,GUARATUBA,2,1.0,0.01
SSAY,CAMPO GRANDE,2,1.0,0.01
SNWC,CAMOCIM,2,1.0,0.01
SNTO,TEÓFILO OTONI,2,1.0,0.01
SNOF,OURO FINO,2,1.0,0.01
SNMU,MUCURI,2,1.0,0.01
SNMH,PIRENÓPOLIS,2,1.0,0.01
SNIT,IBOTIRAMA,2,1.0,0.01
SNIG,IGUATU,2,1.0,0.01
SNBO,BOQUIRA,2,1.0,0.01
SJWQ,BIRIGUI,2,1.0,0.01
SJPT,UBERLÂNDIA,2,1.0,0.01
SJQN,QUIRINÓPOLIS,3,1.0,0.01
SDCD,CATANDUVA,3,1.0,0.01
SBOQ,CHAPADÃO DO CÉU,1,1.0,0.01
SBGW,GUARATINGUETÁ,8,1.0,0.01
SBJA,JAGUARUNA,6,1.0,0.01
SBCJ,PARAUAPEBAS,6,1.0,0.01
SWRD,RONDONÓPOLIS,7,1.0,0.01
SWPD,CANTÁ,7,1.0,0.01
SDTF,TATUÍ,7,1.0,0.01
SWPI,PARINTINS,8,1.0,0.01
SDRK,RIO CLARO,8,1.0,0.01
SBPK,PELOTAS,8,1.0,0.01
SBHT,ALTAMIRA,8,1.0,0.01
SSOK,LONDRINA,9,1.0,0.01
SBTV,PORTO SEGURO,3,1.0,0.01
SWXQ,LINS,2,1.0,0.01
SWNS,ANÁPOLIS,10,1.0,0.01
SDIO,ITÁPOLIS,10,1.0,0.01
SBCF,CAMPINAS,1,1.0,0.01
SBDN,AVARÉ,1,1.0,0.01
SSKG,CAMPO GRANDE,11,1.0,0.01
SBIZ,IMPERATRIZ,11,1.0,0.01
SBCF,BELO HORIZONTE,11,1.0,0.01
SIXE,ELDORADO DO SUL,12,1.0,0.01
SBRD,RONDONÓPOLIS,6,1.0,0.01
SDRS,RESENDE,6,1.0,0.01
SWNO,NOVA OLINDA DO NORTE,6,1.0,0.01
SBVH,VILHENA,5,1.0,0.01
SBAE,BAURU,3,1.0,0.01
SWJW,JATAÍ,4,1.0,0.01
SWEJ,PORTO NACIONAL,4,1.0,0.01
SSRS,BARREIRINHAS,4,1.0,0.01
SSKM,CAMPO MOURÃO,4,1.0,0.01
SNGA,GUARAPARI,4,1.0,0.01
SNEM,RECIFE,4,1.0,0.01
SISY,PIRAQUARA,4,1.0,0.01
SDOW,OURILÂNDIA DO NORTE,4,1.0,0.01
SDOI,BOITUVA,4,1.0,0.01
5JTI,ARROIO GRANDE,1,1.0,0.01
SDJA,ITIRAPINA,4,1.0,0.01
SDIM,ITANHAÉM,4,1.0,0.01
SBVG,VARGINHA,4,1.0,0.01
SBTR,TORRES,4,1.0,0.01
SBGP,GAVIÃO PEIXOTO,4,1.0,0.01
SWKO,COARI,5,1.0,0.01
SSAK,CRUZ ALTA,5,1.0,0.01
SNJO,JOÃO PESSOA,5,1.0,0.01
SWPI,SANTARÉM,1,1.0,0.01
SBKP,CAMPINAS,247,,
SBCT,SÃO JOSÉ DOS PINHAIS,64,,
SBVT,VITÓRIA,58,,
SBNF,NAVEGANTES,53,,
SBME,MACAÉ,44,,
SBCT,CURITIBA,43,,
SBJV,JOINVILLE,32,,
SBTE,TERESINA,31,,
SBMO,MACEIÓ,19,,
SBJU,JUAZEIRO DO NORTE,18,,
SBMK,MONTES CLAROS,16,,
SBCB,CABO FRIO,15,,
SBCP,CAMPOS DOS GOYTACAZES,15,,
SBUR,UBERABA,15,,
SBJP,JOÃO PESSOA,14,,
SBAR,ARACAJU,13,,
SBMQ,MACAPÁ,13,,
SBPL,PETROLINA,13,,
SBCX,CAXIAS DO SUL,12,,
SBML,MARÍLIA,11,,
SBCZ,CRUZEIRO DO SUL,10,,
SNDV,DIVINÓPOLIS,9,,
SBSM,SANTA MARIA,8,,
SBJP,BAYEUX,7,,
SBNT,PARNAMIRIM,7,,
SBTT,TABATINGA,7,,
SDBB,BEBEDOURO,7,,
SBFS,CAMPOS DOS GOYTACAZES,6,,
SBPC,POÇOS DE CALDAS,6,,
SIFC,IGARASSU,6,,
SIQE,BRASÍLIA,6,,
SBCH,CHAPECÓ,5,,
SBIH,ITAITUBA,5,,
SBPP,PONTA PORÃ,5,,
SBSG,SÃO GONÇALO DO AMARANTE,5,,
SDTK,PARATY,5,,
SNRU,CARUARU,5,,
SSOS,OSÓRIO,5,,
SWGN,ARAGUAÍNA,5,,
SWPY,PRIMAVERA DO LESTE,5,,
SBAT,ALTA FLORESTA,4,,
SBGV,GOVERNADOR VALADARES,4,,
SBLE,LENÇÓIS,4,,
SBZM,GOIANÁ,4,,
SDLL,LEME,4,,
SIBH,SÃO PAULO,4,,
SJLY,NOVA LIMA,4,,
SNAU,ARACAJU,4,,
SNHH,ITAJUBÁ,4,,
SSBG,BENTO GONÇALVES,4,,
SSKS,CACHOEIRA DO SUL,4,,
SBCR,CORUMBÁ,3,,
SBEK,JACAREACANGA,3,,
SBIP,IPATINGA,3,,
SBJI,JI-PARANÁ,3,,
SBKG,CAMPINA GRANDE,3,,
SBMO,RIO LARGO,3,,
SBMY,MANICORÉ,3,,
SBST,SANTOS,3,,
SBTA,TAUBATÉ,3,,
SDBK,BOTUCATU,3,,
SDDN,ANDRADINA,3,,
SDEM,ÁLVARES MACHADO,3,,
SDMJ,MOGI MIRIM,3,,
SDPY,PIRASSUNUNGA,3,,
SDVI,TANGARÁ DA SERRA,3,,
SJVO,ARAGARÇAS,3,,
SJYG,ALTO ALEGRE,3,,
SNDH,BARREIRAS,3,,
SNVR,VERA CRUZ,3,,
SNVS,BREVES,3,,
SSFB,FRANCISCO BELTRÃO,3,,
SSJN,BRAGANÇA PAULISTA,3,,
SSKK,CAPÃO DA CANOA,3,,
SSKW,CACOAL,3,,
SSSC,SANTA CRUZ DO SUL,3,,
SWGI,GURUPI,3,,
SWJN,JUÍNA,3,,
9PAA,RIO DE JANEIRO,2,,
SBBW,BARRA DO GARÇAS,2,,
SBCM,CRICIÚMA,2,,
SBFN,FERNANDO DE NORONHA,2,,
SBIP,SANTANA DO PARAÍSO,2,,
SBIT,ITUMBIARA,2,,
SBJH,SÃO ROQUE,2,,
SBMD,ALMEIRIM,2,,
SBMI,MARICÁ,2,,
SBMS,MOSSORÓ,2,,
SBPO,PATO BRANCO,2,,
SBSG,NATAL,2,,
SBST,GUARUJÁ,2,,
SBTD,TOLEDO,2,,
SDGY,ARAÇATUBA,2,,
SDIP,CAÇAPAVA,2,,
SDJL,JALES,2,,
SDJO,SÃO JOAQUIM DA BARRA,2,,
SDMH,MIRASSOL,2,,
SDNB,PALMAS,2,,
SDZD,SOROCABA,2,,
SIBK,BAGÉ,2,,
SIHC,VITÓRIA,2,,
SILQ,CASCAVEL,2,,
SIMK,FRANCA,2,,
SJBH,CANARANA,2,,
SJDA,UBERABA,2,,
SJLU,CARACARAÍ,2,,
SJOG,ARIQUEMES,2,,
SJRG,RIO GRANDE,2,,
SNBR,BARREIRAS,2,,
SNGU,GURUPÁ,2,,
SNJL,LUÍS EDUARDO MAGALHÃES,2,,
SNJX,JUIZ DE FORA,2,,
SNKE,SANTANA DO ARAGUAIA,2,,
SNKF,CONSELHEIRO LAFAIETE,2,,
SNME,MATA DE SÃO JOÃO,2,,
SNOG,CEARÁ-MIRIM,2,,
SNPD,PATOS DE MINAS,2,,
SNSH,SANTARÉM,2,,
SNTY,CORRENTINA,2,,
SNUH,PIUMHI,2,,
SNUN,UNAÍ,2,,
SNVB,VALENÇA,2,,
SSAQ,PASSO FUNDO,2,,
SSCK,CONCÓRDIA,2,,
SSCL,CASSILÂNDIA,2,,
SSDO,DOURADOS,2,,
SSDP,VILA BELA DA SANTÍSSIMA TRINDADE,2,,
SSFC,DOM PEDRITO,2,,
SSHS,FOZ DO IGUAÇU,2,,
SSLT,ALEGRETE,2,,
SSRZ,ROSÁRIO DO SUL,2,,
SSTH,BALSA NOVA,2,,
SSVI,VIDEIRA,2,,
SWBC,BARCELOS,2,,
SWKC,CÁCERES,2,,
SWOB,FONTE BOA,2,,
SWRO,PORTO VELHO,2,,
SWUI,PAUINI,2,,
SWUQ,ALTO ALEGRE,2,,
SWXV,NOVA XAVANTINA,2,,
9PAA,MACAÉ,1,,
9PBS,CAMPOS DOS GOYTACAZES,1,,
9PEB,CAMPOS DOS GOYTACAZES,1,,
9PFC,MACAÉ,1,,
9PHD,MACAÉ,1,,
9PKD,RIO DE JANEIRO,1,,
9PSD,MACAÉ,1,,
SBAN,ANÁPOLIS,1,,
SBAX,ARAXÁ,1,,
SBBG,BAGÉ,1,,
SBBQ,BARBACENA,1,,
SBBZ,CABO FRIO,1,,
SBCB,RIO DE JANEIRO,1,,
SBCM,FORQUILHINHA,1,,
SBCT,CURITIBANOS,1,,
SBFE,FEIRA DE SANTANA,1,,
SBIH,ALTAMIRA,1,,
SBJP,CAMPINA GRANDE,1,,
SBKP,CAMPINAS DO PIAUÍ,1,,
SBNT,NATAL,1,,
SBOI,OIAPOQUE,1,,
SBPB,PARNAÍBA,1,,
SBPP,RIBEIRÃO PRETO,1,,
SBQE,RIBEIRO GONÇALVES,1,,
SBSC,RIO DE JANEIRO,1,,
SBSO,SORRISO,1,,
SBTK,TARAUACÁ,1,,
SBUA,SÃO GABRIEL DA CACHOEIRA,1,,
SBUF,PAULO AFONSO,1,,
SD6Y,BOCA DO ACRE,1,,
SD8A,LAGUNA CARAPÃ,1,,
SDAE,SÃO PEDRO,1,,
SDBA,BATATAIS,1,,
SDBV,ILHA COMPRIDA,1,,
SDDQ,RIACHÃO DAS NEVES,1,,
SDDR,DRACENA,1,,
SDED,IPEÚNA,1,,
SDED,RIO CLARO,1,,
SDEE,ITAÍ,1,,
SDEH,ARARAS,1,,
SDGB,GUAÍRA,1,,
SDGC,GARÇA,1,,
SDGR,GUARARAPES,1,,
SDHP,RIBAS DO RIO PARDO,1,,
SDHU,RIO DE JANEIRO,1,,
SDIL,ANGRA DOS REIS,1,,
SDJB,BRAGANÇA PAULISTA,1,,
SDJC,JABOTICABAL,1,,
SDKE,CORIBE,1,,
SDLO,CAIRU,1,,
SDLP,LENÇÓIS PAULISTA,1,,
SDLY,MATÃO,1,,
SDME,MATÃO,1,,
SDMV,JAÚ,1,,
SDNQ,RIO BRANCO,1,,
SDNY,CAMPO NOVO DO PARECIS,1,,
SDPA,MANGARATIBA,1,,
SDPG,RIO DE JANEIRO,1,,
SDQ4,CORUMBÁ,1,,
SDRC,RANCHARIA,1,,
SDRE,RIO DE JANEIRO,1,,
SDRJ,RIO DE JANEIRO,1,,
SDRP,AMAJARI,1,,
SDTI,TUPI PAULISTA,1,,
SDUL,RIBEIRÃO PRETO,1,,
SDVK,NOVA ANDRADINA,1,,
SDWC,RONDONÓPOLIS,1,,
SDYJ,REGENTE FEIJÓ,1,,
SDYW,ITAPEVA,1,,
SDZS,URUÇUÍ,1,,
SDZX,NOVO SÃO JOAQUIM,1,,
SIAE,GUARATINGUETÁ,1,,
SIAQ,CUIABÁ,1,,
SIAV,CARAPICUÍBA,1,,
SIBH,TABOÃO DA SERRA,1,,
SIBO,MANAUS,1,,
SIBO,TRÊS MARIAS,1,,
SIBX,BURITAMA,1,,
SICJ,SAPEZAL,1,,
SIEK,CACHOEIRA DO ARARI,1,,
SIFH,SANTA RITA DO ARAGUAIA,1,,
SIFQ,FLORES DA CUNHA,1,,
SIFV,ARACRUZ,1,,
SIFW,CORUMBÁ,1,,
SIJG,GUARARAPES,1,,
SIJY,ITAJAÍ,1,,
SIKC,COLÍDER,1,,
SILC,LUCAS DO RIO VERDE,1,,
SIMQ,CORUMBÁ,1,,
SING,NOVA GRANADA,1,,
SIOE,DOIS VIZINHOS,1,,
SION,GUARAMIRANGA,1,,
SIOZ,ALTAMIRA,1,,
SIPU,PERDIZES,1,,
SIPY,PORTEL,1,,
SIQH,CAARAPÓ,1,,
SIQK,NOVA ODESSA,1,,
SIQV,SAPEZAL,1,,
SIRS,CAMPO FLORIDO,1,,
SISN,BRASILÂNDIA DE MINAS,1,,
SIUD,SÃO PAULO,1,,
SIVB,BELO HORIZONTE,1,,
SIVN,MONTES CLAROS,1,,
SIVQ,QUADRA,1,,
SIXZ,COLNIZA,1,,
SJBM,PORTO FELIZ,1,,
SJBX,SÃO JOSÉ DE MIPIBU,1,,
SJCG,ANGRA DOS REIS,1,,
SJCM,AQUIRAZ,1,,
SJFU,BANANEIRAS,1,,
SJGJ,PORTO MURTINHO,1,,
SJGL,LUZIÂNIA,1,,
SJHG,CONFRESA,1,,
SJHR,PAÇO DO LUMIAR,1,,
SJIF,SAPEZAL,1,,
SJIJ,BARÃO DE MELGAÇO,1,,
SJJJ,ALTAMIRA,1,,
SJKI,MACAPÁ,1,,
SJPR,BALSA NOVA,1,,
SJQI,POCONÉ,1,,
SJSH,GOVERNADOR CELSO RAMOS,1,,
SJTO,CAMPO NOVO DO PARECIS,1,,
SJVX,ULIANÓPOLIS,1,,
SJXM,LIMA DUARTE,1,,
SJYR,UIRAMUTÃ,1,,
SNAG,ARAGUARI,1,,
SNAL,ARAPIRACA,1,,
SNAR,ALMENARA,1,,
SNAS,TRÊS MARIAS,1,,
SNAZ,AMARGOSA,1,,
SNBG,BAIXO GUANDU,1,,
SNBR,GUARULHOS,1,,
SNBS,BALSAS,1,,
SNCT,CARATINGA,1,,
SNCT,PIEDADE DE CARATINGA,1,,
SNCT,UBAPORANGA,1,,
SNCV,CAMPINA VERDE,1,,
SNCW,ALCÂNTARA,1,,
SNCX,COLATINA,1,,
SNDR,TIMON,1,,
SNDU,CAPITÓLIO,1,,
SNEB,PARAGOMINAS,1,,
SNFE,FORTALEZA,1,,
SNGG,BOM JESUS,1,,
SNGG,SÃO RAIMUNDO NONATO,1,,
SNGI,GUANAMBI,1,,
SNGQ,BOM DESPACHO,1,,
SNHB,PARACATU,1,,
SNHD,UBERLÂNDIA,1,,
SNHN,CONTAGEM,1,,
SNHS,SERRA TALHADA,1,,
SNIC,IRECÊ,1,,
SNIF,VISCONDE DO RIO BRANCO,1,,
SNIZ,VILHENA,1,,
SNJD,ARACAJU,1,,
SNJD,FEIRA DE SANTANA,1,,
SNJI,JEQUITAÍ,1,,
SNJK,JEQUIÉ,1,,
SNJN,JANUÁRIA,1,,
SNKB,CAMPINA GRANDE,1,,
SNKH,JACAREACANGA,1,,
SNKI,CACHOEIRO DE ITAPEMIRIM,1,,
SNLF,VILA RICA,1,,
SNLO,SÃO LOURENÇO,1,,
SNMA,MONTE ALEGRE,1,,
SNMM,MORADA NOVA DE MINAS,1,,
SNMX,SÃO MATEUS,1,,
SNNL,NOVA MARINGÁ,1,,
SNOD,ESTÂNCIA,1,,
SNPJ,PATROCÍNIO,1,,
SNQX,QUIXADÁ,1,,
SNRJ,BREJO,1,,
SNRP,RIO PARANAÍBA,1,,
SNRX,RIACHÃO,1,,
SNSG,SALGUEIRO,1,,
SNSW,SOURE,1,,
SNTF,TEIXEIRA DE FREITAS,1,,
SNTZ,PORTO SEGURO,1,,
SNUZ,FELIZ DESERTO,1,,
SNVC,VIÇOSA,1,,
SNVI,TRÊS CORAÇÕES,1,,
SNXI,PEREIRA BARRETO,1,,
SNXT,COROMANDEL,1,,
SNYE,PINHEIRO,1,,
SNYP,BENEVIDES,1,,
SNYP,MARITUBA,1,,
SNYS,JOÃO PINHEIRO,1,,
SSAC,SORRISO,1,,
SSAN,IPAUSSU,1,,
SSAP,APUCARANA,1,,
SSAU,TAPES,1,,
SSBR,BANDEIRANTES,1,,
SSCE,SÃO JOSÉ DE MIPIBU,1,,
SSCF,CAMPO LARGO,1,,
SSCP,CORNÉLIO PROCÓPIO,1,,
SSCR,MARECHAL CÂNDIDO RONDON,1,,
SSCT,CIANORTE,1,,
SSCW,NOVA MARINGÁ,1,,
SSGG,GUARAPUAVA,1,,
SSHA,AQUIDAUANA,1,,
SSIM,FORQUILHINHA,1,,
SSIQ,ITAQUI,1,,
SSJA,JOAÇABA,1,,
SSJL,BONFIM,1,,
SSMH,MARECHAL THAUMATURGO,1,,
SSMK,ELDORADO DO SUL,1,,
SSMW,PERUÍBE,1,,
SSNB,NAVIRAÍ,1,,
SSNV,CORUMBÁ,1,,
SSOL,CAMPO BELO,1,,
SSOL,LAVRAS,1,,
SSOT,SÃO ROMÃO,1,,
SSPB,PATO BRANCO,1,,
SSPG,PARANAGUÁ,1,,
SSPO,ITAPORÃ,1,,
SSPQ,SANTA ROSA DO PURUS,1,,
SSPS,PALMAS,1,,
SSPV,MARECHAL THAUMATURGO,1,,
SSQI,SORRISO,1,,
SSQT,CASTRO,1,,
SSQW,CAMPINAS,1,,
SSRB,RIO BRILHANTE,1,,
SSSB,SÃO BORJA,1,,
SSSE,ARAUCÁRIA,1,,
SSSG,SÃO GABRIEL,1,,
SSSS,SÃO FRANCISCO DO SUL,1,,
SSSZ,SERTANÓPOLIS,1,,
SSTL,TRÊS LAGOAS,1,,
SSUB,SÃO PAULO,1,,
SSUL,SÃO JOSÉ DOS PINHAIS,1,,
SSUM,UMUARAMA,1,,
SSVA,LADÁRIO,1,,
SSVL,TELÊMACO BORBA,1,,
SSVS,JUNDIAÍ,1,,
SSWF,RIBAS DO RIO PARDO,1,,
SSZL,BRASILÂNDIA,1,,
SWAT,PRADO,1,,
SWEI,EIRUNEPÉ,1,,
SWEQ,BELÉM,1,,
SWEW,PORTO ESPERIDIÃO,1,,
SWFV,GUAPÉ,1,,
SWGL,GETÚLIO VARGAS,1,,
SWGM,CUIABÁ,1,,
SWGP,PALMEIRAS DE GOIÁS,1,,
SWGW,JUSSARA,1,,
SWIN,TANGARÁ DA SERRA,1,,
SWJP,JAPURÁ,1,,
SWKF,TRÊS LAGOAS,1,,
SWKN,CALDAS NOVAS,1,,
SWLW,SÃO LUÍS,1,,
SWME,MINEIROS,1,,
SWME,PORECATU,1,,
SWMO,JUSCIMEIRA,1,,
SWMZ,RONDONÓPOLIS,1,,
SWNB,NOBRES,1,,
SWNG,MARIANA,1,,
SWNK,BOCA DO ACRE,1,,
SWOK,ITIQUIRA,1,,
SWOZ,CAMPO VERDE,1,,
SWPA,NOVA UBIRATÃ,1,,
SWPC,SÃO GABRIEL DA CACHOEIRA,1,,
SWPM,PIMENTA BUENO,1,,
SWPQ,PORTO ALEGRE DO NORTE,1,,
SWQC,RIO VERDE,1,,
SWQE,SÃO GABRIEL DA CACHOEIRA,1,,
SWQI,CARACARAÍ,1,,
SWRW,MIRASSOL D'OESTE,1,,
SWRZ,NORTELÂNDIA,1,,
SWSL,LUCAS DO RIO VERDE,1,,
SWTO,PARAÍSO DO TOCANTINS,1,,
SWUV,SEBASTIÃO LEAL,1,,
SWVC,VILA RICA,1,,
SWVI,FORMOSA DO RIO PRETO,1,,
SWVR,SINOP,1,,
SWVW,FORMIGA,1,,
SWVZ,NOBRES,1,,
SWWA,PORANGATU,1,,
SWWF,CÁCERES,1,,
SWWU,URUAÇU,1,,
SWXJ,CUIABÁ,1,,
SWYH,ARAPUTANGA,1,,
SWYV,IBIRÁ,1,,
SWYW,ALTO GARÇAS,1,,
